Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2021-10-19,111.818,112.447,108.495,109.124,415823.33742284
2021-10-20,109.259,111.189,108.495,110.247,1181599.5107389
2021-10-21,110.247,111.953,109.035,111.46,1079958.4576188
2021-10-22,111.369,111.818,110.022,110.696,569597.62853963
2021-10-25,109.887,112.222,109.393,111.369,1129734.6047661
2021-10-26,111.189,112.896,109.393,112.762,661920.54594022
2021-10-27,112.178,113.3,111.684,112.582,679201.79632885
2021-10-28,112.267,113.884,111.369,111.369,449831.359578
2021-10-29,111.864,118.331,111.145,118.331,1486058.377759
2021-11-02,119.049,119.049,114.738,117.118,1399658.8062812
2021-11-03,117.611,119.991,113.435,114.378,1787253.8374671
2021-11-04,115.052,116.848,113.525,116.309,1934044.815496
2021-11-05,116.758,118.331,115.501,116.578,769609.64700253
2021-11-08,116.758,117.028,114.782,116.175,450624.10813007
2021-11-09,115.052,116.309,114.064,114.423,762037.339555
2021-11-10,114.513,116.938,112.267,113.48,1094521.8720304
2021-11-12,113.929,114.782,111.145,113.345,1613588.4608408
2021-11-15,113.66,115.187,112.402,113.525,842984.53791555
2021-11-16,113.48,114.423,111.369,111.818,822768.33642683
2021-11-17,112.267,113.166,111.773,112.222,851175.90181666
2021-11-18,112.447,112.447,108.54,109.393,957899.67563929
2021-11-19,109.573,111.324,104.589,107.104,1288491.4096056
2021-11-22,107.238,108.944,106.744,107.553,1406951.6475959
2021-11-23,107.148,109.393,105.262,108.944,2480452.3220658
2021-11-24,109.035,110.022,107.058,108.091,1489900.7587326
2021-11-25,108.675,109.798,107.418,108.675,386915.85054442
2021-11-26,105.846,105.846,100.367,100.951,1200265.8442719
2021-11-29,101.49,105.038,99.0646,104.184,1151781.2537543
2021-11-30,102.793,107.373,101.894,106.969,1310922.18535
2021-12-01,107.777,108.63,104.453,105.442,1571925.7388325
2021-12-02,105.891,105.891,103.825,104.364,959937.21756386
2021-12-03,105.307,106.52,102.658,103.062,730138.11762123
2021-12-06,104.499,106.205,103.735,106.16,673743.85615715
2021-12-07,106.429,109.079,106.25,107.777,817435.09827455
2021-12-08,108.316,108.675,105.577,106.609,412583.31173951
2021-12-09,106.026,106.834,102.388,104.453,611471.89861668
2021-12-10,103.915,104.319,102.568,103.286,117914.66665532
2021-12-13,103.286,104.948,101.894,103.242,472097.35051104
2021-12-14,103.555,103.87,100.188,101.669,669669.8857189
2021-12-15,101.804,101.804,99.1102,100.637,522199.7270485
2021-12-16,101.041,105.307,101.041,104.184,661328.21134795
2021-12-17,103.286,103.915,101.131,102.209,1247215.0411752
2021-12-20,99.8732,102.658,98.9752,102.388,427379.4290267
2021-12-21,102.388,103.197,101.804,102.344,344557.2467312
2021-12-22,102.613,103.286,101.76,103.151,320795.94497592
2021-12-23,102.702,107.148,102.702,107.148,526809.24812375
2021-12-27,107.193,107.777,105.846,106.744,322032.94447221
2021-12-28,106.924,110.337,106.655,109.798,435138.78950337
2021-12-29,108.675,110.291,107.553,108.63,342156.73285724
2021-12-30,108.046,110.202,107.867,109.573,295500.36301734
2022-01-03,109.933,114.019,109.573,111.953,630683.80348465
2022-01-04,111.998,113.84,110.965,112.178,1077680.4189425
2022-01-05,111.504,111.504,108.944,110.157,908068.97135844
2022-01-07,110.022,111.189,108.495,111.189,1107300.488789
2022-01-10,111.324,113.929,110.875,112.896,652283.97470683
2022-01-11,113.705,118.24,113.031,118.151,2033992.3706558
2022-01-12,118.824,123.674,118.331,122.102,2602889.6637471
2022-01-13,122.102,123.449,120.935,122.551,1263581.0678141
2022-01-14,121.338,123.045,119.678,122.013,994499.71834111
2022-01-17,121.473,123.045,120.036,120.396,347511.12581638
2022-01-18,119.857,119.991,117.746,118.734,568517.61997852
2022-01-19,118.105,122.371,116.938,119.902,850339.73023996
2022-01-20,120.889,121.698,119.229,120.845,1148426.5467495
2022-01-21,119.902,120.755,119.363,120.44,1275704.9989707
2022-01-24,119.542,122.416,113.256,114.962,1993394.0694561
2022-01-25,114.738,117.387,113.84,116.624,1204140.5141612
2022-01-26,116.803,119.902,116.803,119.229,962607.17687266
2022-01-27,118.555,123.18,117.253,121.249,1234202.6081302
2022-01-28,121.653,121.653,117.028,119.138,1012952.2769836
2022-01-31,120.44,122.147,119.183,121.698,1261846.373651
2022-02-01,122.147,124.303,122.147,123,467000.15546697
2022-02-02,124.168,124.752,122.462,123.449,896477.25060617
2022-02-03,123.449,124.078,122.013,123.629,477783.53991474
2022-02-04,124.123,124.258,120.531,120.711,933914.57829558
2022-02-07,121.069,122.147,117.836,119.542,978547.88055245
2022-02-08,120.261,123.584,119.678,123.584,771531.39419477
2022-02-09,124.033,124.393,122.371,123.854,990085.04417122
2022-02-10,123.135,123.674,120.98,122.327,878001.310335
2022-02-11,120.62,121.429,117.656,119.587,1630516.759978
2022-02-14,116.309,119.678,114.244,117.656,1232171.746671
2022-02-15,118.555,121.429,117.926,119.049,877357.75884189
2022-02-16,120.486,122.507,119.093,121.473,715584.72390756
2022-02-17,121.249,121.249,116.938,116.983,487724.07232049
2022-02-18,115.86,118.06,115.097,115.097,452101.6043781
2022-02-21,115.097,116.04,107.328,107.328,1462418.4377905
2022-02-22,104.184,109.124,102.658,107.911,1456584.1647387
2022-02-23,108.136,110.471,106.026,106.385,953140.95750509
2022-02-24,97.6729,100.591,88.4848,90.9368,6364025.0448627
2022-02-25,95.2034,106.609,94.7538,106.52,2626536.2841809
2022-02-28,102.837,105.98,99.5136,103.825,3651975.4642706
2022-03-01,103.511,105.577,94.0802,94.0802,2652106.8786288
2022-03-02,94.17,97.8974,91.7002,95.9663,2474481.0994748
2022-03-03,96.9994,97.4931,92.3738,93.6312,1973810.2853517
2022-03-04,92.1493,92.1493,81.9464,82.1978,3519286.9485458
2022-03-07,77.2761,87.5688,74.0607,84.2456,4793530.039021
2022-03-08,84.2456,90.7122,82.7547,85.3773,2977059.1864486
2022-03-09,88.1974,96.011,87.3892,94.5742,2301120.7974318
2022-03-10,95.9216,96.2355,90.3979,90.847,1852691.2221614
2022-03-11,91.6104,97.2686,91.4308,94.3048,973401.69542931
2022-03-14,96.011,97.0888,92.778,93.9456,927479.06336443
2022-03-15,93.0924,98.3464,93.0474,97.3133,970177.25749841
2022-03-16,98.7507,102.658,98.257,101.266,2036979.6520676
2022-03-17,102.747,104.813,100.322,101.939,1614122.8980669
2022-03-18,101.669,102.388,100.367,100.637,1816684.6274628
2022-03-21,101.266,103.421,97.4037,97.8974,1297648.1007463
2022-03-22,98.3464,100.502,97.7176,98.7954,1010550.6496988
2022-03-23,99.7837,100.591,96.6845,98.257,1759584.4634959
2022-03-24,99.0646,100.322,97.9868,98.8857,2659888.5073232
2022-03-25,99.2444,99.2891,95.2034,96.8196,1110491.5243933
2022-03-28,97.5835,99.2891,95.9216,96.4153,1197405.4917012
2022-03-29,96.9994,105.756,95.9663,105.307,1675952.831485
2022-03-30,104.319,105.082,101.939,103.107,870842.07832683
2022-03-31,103.286,104.544,101.4,101.4,987898.3051877
2022-04-01,101.894,105.756,101.894,105.622,1229218.9809967
2022-04-04,105.98,107.418,104.004,105.531,1299791.4167052
2022-04-05,106.789,106.789,102.164,102.344,1074186.5355767
2022-04-06,102.747,104.319,100.413,102.209,1027461.1342618
2022-04-07,102.522,103.646,100.996,101.49,874392.74564783
2022-04-08,102.119,103.78,100.367,101.49,709410.86053504
2022-04-11,101.311,103.151,99.5592,102.927,720434.74173456
2022-04-12,103.915,103.915,99.9179,99.9179,990115.10626519
2022-04-13,101.49,101.894,100.188,100.637,293092.05526715
2022-04-14,101.22,101.311,98.1219,98.3464,533368.35166343
2022-04-19,98.7954,99.4242,95.6067,96.7749,978948.70847203
2022-04-20,97.808,100.008,97.2239,98.0325,607316.64918363
2022-04-21,99.604,102.837,98.1219,100.862,992647.00262391
2022-04-22,100.502,100.637,96.8196,97.6729,480276.46689239
2022-04-25,96.1908,97.1792,88.9339,91.8349,2408041.6449815
2022-04-26,93.4067,94.6191,91.4308,91.9697,1085662.4615967
2022-04-27,90.7122,90.9368,87.1556,88.0178,1447234.8535143
2022-04-28,91.6104,92.4636,87.1736,87.5867,1532326.1671991
2022-04-29,89.8141,91.0266,87.2993,88.0178,1430199.6669319
2022-05-02,87.8382,88.3232,85.5569,86.2395,849600.4254105
2022-05-04,87.1736,87.2993,83.1678,83.4732,2913986.6864799
2022-05-05,85.5929,85.5929,81.8207,81.8207,1916903.8548792
2022-05-06,82.09,82.09,77.9586,81.2638,1739308.1378192
2022-05-09,80.3836,80.4195,78.264,78.264,1112571.3759316
2022-05-10,78.8388,79.4495,76.7012,78.0484,2258700.9560197
2022-05-11,79.0364,79.0364,75.3181,75.8031,1471231.0849669
2022-05-12,73.6476,75.7852,70.7915,73.8272,3040192.9240162
2022-05-13,76.2342,80.0244,75.4798,79.4495,1492331.3347005
2022-05-16,79.3777,81.9284,77.7072,79.3238,1276880.7608682
2022-05-17,80.8327,83.2218,79.6471,82.4493,1467388.7039933
2022-05-18,83.4014,85.2336,82.3236,82.3236,1251994.9141163
2022-05-19,80.671,82.4134,79.1442,81.5333,1160085.0721551
2022-05-20,83.1678,83.1678,81.2458,81.7847,668447.36056416
2022-05-23,83.3295,84.6049,82.4673,84.6049,839989.46262752
2022-05-24,83.6169,86.3472,83.096,84.4432,819324.55655105
2022-05-25,85.7185,85.7365,81.9464,82.8086,577677.65135197
2022-05-26,82.5931,84.102,81.4075,83.9762,629534.7634485
2022-05-27,84.4252,84.5869,81.5333,81.5691,573268.54423651
2022-05-30,83.2038,84.7127,82.6829,84.7127,521592.91811468
2022-05-31,84.7127,84.7127,82.8445,83.7427,1574279.4894491
2022-06-01,83.9043,84.7485,82.6829,82.9703,322174.34765495
2022-06-02,83.5271,85.8803,82.6469,85.0719,427536.41996188
2022-06-03,85.503,85.5929,81.2818,81.4973,303406.69373119
2022-06-06,81.9284,84.3534,81.7488,84.2456,349508.58494899
2022-06-07,83.1678,83.4193,81.8386,82.6469,608054.8406022
2022-06-08,82.9882,83.3654,80.4375,81.2818,800319.7461082
2022-06-09,81.2638,82.2518,78.3717,78.5694,559363.15565952
2022-06-10,78.1383,78.1383,74.3661,74.9409,754394.88722155
2022-06-13,73.45,73.4679,71.492,71.9052,933667.4010785
2022-06-14,72.4261,76.5575,72.0309,74.9768,1041811.8871939
2022-06-15,75.3181,76.1623,73.1087,75.7852,1010707.640634
2022-06-17,73.6476,75.3181,73.1985,73.1985,1086022.0933134
2022-06-20,73.935,74.4559,73.3063,73.6476,273176.47471813
2022-06-21,74.8152,75.7672,74.0607,74.851,275159.4595092
2022-06-22,73.7374,74.3661,72.9111,73.7554,420549.7666413
2022-06-23,73.5578,75.875,72.8213,73.6476,641883.60360444
2022-06-24,74.2403,75.7492,73.2883,75.5876,451112.89550979
2022-06-27,76.3419,76.3419,74.4559,74.9948,524673.72604106
2022-06-28,75.4439,77.8329,75.0307,76.791,1220580.0259187
2022-06-29,75.6235,76.3959,74.9948,75.4798,712677.60807967
2022-06-30,74.5637,74.5637,72.3183,73.2345,1546505.4548544
2022-07-01,73.0369,75.6235,72.498,72.6596,520740.04537467
2022-07-04,73.5578,73.5578,68.0971,70.2346,860841.42173314
2022-07-05,71.5818,72.5878,68.0971,69.1209,502948.85279946
2022-07-06,69.8215,70.7376,68.0431,70.1269,573762.89867067
2022-07-07,71.0969,73.1985,70.4862,71.0609,1030170.0629517
2022-07-08,70.9531,73.3601,69.4263,73.3601,919098.41961241
2022-07-11,71.977,73.9889,71.3663,72.0309,781559.88606065
2022-07-12,71.7256,71.7974,67.9353,68.115,1605137.6722029
2022-07-13,68.2587,69.2107,66.7678,67.8995,718977.28688251
2022-07-14,68.1689,68.3486,65.6002,65.9954,772988.84904682
2022-07-15,66.4624,67.163,64.5763,66.4624,982395.82858048
2022-07-18,67.3426,68.9053,67.3246,68.618,978586.84993352
2022-07-19,68.2587,69.606,67.648,69.1569,740095.35119029
2022-07-20,70.055,70.4682,68.4922,69.3365,1423532.5625361
2022-07-21,69.4263,69.7496,67.6839,69.1569,942362.02670087
2022-07-22,70.0891,70.0891,68.0153,68.4339,769674.19735485
2022-07-25,68.6812,70.9452,68.2056,70.2984,799037.24858868
2022-07-26,70.1271,70.1271,66.6836,67.5397,994611.86339233
2022-07-27,67.73,68.2056,66.5884,67.3495,821781.73435751
2022-07-28,68.1675,68.8715,67.3875,68.3007,1189771.2410043
2022-07-29,68.491,69.7847,68.2436,69.6325,1304481.8292413
2022-08-01,70.013,70.5838,69.3471,70.3935,855206.75143581
2022-08-02,69.8227,70.4886,69.5374,69.9559,859699.72297288
2022-08-03,70.5838,70.5838,68.2056,69.9179,1652385.4193793
2022-08-04,68.6812,69.1569,65.9416,66.5884,2167603.3169201
2022-08-05,67.3685,68.3007,65.6752,66.3792,704621.77230644
2022-08-08,66.9119,69.4232,65.8465,69.4232,868023.38900716
2022-08-09,69.4042,71.2116,68.9856,69.4422,1362984.0189955
2022-08-10,69.6896,70.1081,67.768,69.8227,617748.89564482
2022-08-11,70.736,70.736,68.7383,70.013,459828.40987398
2022-08-12,69.233,71.2116,69.233,70.4125,534677.2789453
2022-08-16,70.9643,71.3638,69.4993,70.051,856386.23530679
2022-08-17,69.7276,69.8227,67.3304,67.7109,1196801.8899608
2022-08-18,68.3007,70.8501,67.6348,70.013,825058.42885472
2022-08-19,68.9666,69.7657,67.749,68.491,722937.41177541
2022-08-22,68.6812,69.4232,66.9119,68.3388,722268.82733517
2022-08-23,67.73,68.0724,66.1128,66.1128,1089713.7950825
2022-08-24,66.1128,66.5504,63.8488,64.02,659160.13283708
2022-08-25,65.2947,66.7787,65.1045,66.1128,756847.04744953
2022-08-26,66.3221,66.3601,63.259,63.8678,603656.06073
2022-08-29,62.7834,63.1829,61.8131,62.8214,719211.84061786
2022-08-30,63.1449,64.2103,61.9463,62.2697,689064.56927016
2022-08-31,62.7834,63.3351,60.9189,62.0224,2615622.1708167
2022-09-01,61.8321,61.8321,58.4837,58.4837,1491098.8842725
2022-09-02,59.4159,59.7584,58.3695,59.454,1788161.6736508
2022-09-05,58.6549,59.7013,57.3612,59.3969,1858550.1594203
2022-09-06,59.2637,59.7203,58.4456,59.0544,1825837.8785849
2022-09-07,58.9783,60.0628,58.1222,59.7394,2102005.3017389
2022-09-08,60.5955,62.1175,60.0438,61.2994,1586347.9886383
2022-09-09,62.3078,65.3328,62.0604,65.2377,1430802.2391104
2022-09-12,66.4933,68.8525,65.3138,68.8334,1338112.8880653
2022-09-13,69.1188,69.252,65.6752,66.5884,1190500.7969816
2022-09-14,64.9523,67.3114,64.724,66.8548,1198530.1176648
2022-09-15,67.5397,68.51,66.7787,67.5397,863934.09109438
2022-09-16,66.5884,67.3304,63.8678,64.8762,2522661.6015554
2022-09-19,64.8762,66.3982,64.3435,66.3601,675322.84630981
2022-09-20,67.4446,67.8631,63.982,64.3435,731810.87287611
2022-09-21,63.7347,64.4005,62.9736,63.2971,552991.86718086
2022-09-22,62.3458,64.4005,61.4897,63.8298,546212.46300619
2022-09-23,63.259,63.4683,61.1092,61.5468,707815.41936532
2022-09-26,61.1662,61.8321,59.6062,60.8809,1122706.7552348
2022-09-27,61.8321,62.6883,60.6906,61.3945,843004.03416808
2022-09-28,60.0247,60.4243,58.2934,60.0438,1336190.182183
2022-09-29,60.8809,60.8809,57.7607,58.1983,908999.41557323
2022-09-30,58.1983,58.8642,57.19,57.7417,1339057.9468889
2022-10-03,57.6466,57.7797,55.5728,57.1139,1061868.7248734
2022-10-04,58.3125,60.7096,58.0271,60.5955,631768.14422187
2022-10-05,60.8618,60.8618,58.2554,58.5027,564253.73055864
2022-10-06,59.3588,60.4052,58.8642,59.6442,1369398.6451816
2022-10-07,59.6442,61.0331,59.1876,60.7667,1625860.6983163
2022-10-10,60.3672,61.0711,59.7394,60.196,1209025.6318965
2022-10-11,60.2721,63.24,59.2637,61.8321,1452369.343475
2022-10-12,62.5361,63.5064,61.0711,62.7834,1283357.2941366
2022-10-13,63.4493,63.4493,59.9296,61.9653,1821129.4042015
2022-10-14,63.6966,65.1045,63.1449,64.0581,1176711.7685184
2022-10-17,64.0581,65.3518,63.3351,64.8191,680698.85390002
2022-10-18,66.0748,68.7573,65.6372,68.5861,1774919.2865538
2022-10-19,68.5861,69.4803,66.3982,66.7787,1766591.4155859
2022-10-20,67.0641,69.3471,66.6075,69.0998,1257708.250493
2022-10-21,68.491,70.2984,67.7109,68.491,1267699.1726943
2022-10-24,69.252,70.1081,68.3958,69.5374,762732.9032371
2022-10-25,70.013,70.2984,68.4149,69.4993,1126636.2656713
2022-10-26,69.9179,70.9833,69.5374,70.9833,937950.38331559
2022-10-27,70.8691,72.4482,70.1081,72.3912,756293.04744952
2022-10-28,72.0868,73.9132,70.8121,73.2473,829999.22581874
2022-10-31,73.2473,74.9025,73.019,74.6171,846682.29982278
2022-11-02,74.6742,75.7016,73.761,75.5874,1253128.026584
2022-11-03,72.7717,74.503,72.6956,73.3424,928763.6546627
2022-11-04,73.799,73.8942,72.0487,72.1248,1496929.0246901
2022-11-07,72.5243,77.1094,72.4482,75.5113,1520748.9222236
2022-11-08,75.5494,76.3484,74.4459,75.7967,891046.45162609
2022-11-09,75.8157,76.8621,75.4923,76.1391,1091997.07402
2022-11-10,76.1011,78.9549,74.7122,78.0226,1049346.4326531
2022-11-14,78.0987,82.5506,78.0607,81.7135,1158928.0531481
2022-11-15,81.8087,83.9966,80.8574,83.6161,1061314.7248734
2022-11-16,81.8087,82.9882,79.1451,81.8087,2103652.5844714
2022-11-17,82.2843,82.2843,77.9085,79.2783,1214774.8273425
2022-11-18,79.2783,80.7242,78.0036,79.7159,994862.05694072
2022-11-21,80.7432,80.7432,78.8027,79.2973,687094.55788493
2022-11-22,78.9549,80.534,78.2509,79.9061,458148.53890621
2022-11-23,79.9252,80.5149,79.3164,79.6778,457223.4535172
2022-11-24,80.4769,81.9228,80.1535,81.5804,466943.15750217
2022-11-25,81.8087,82.4745,80.6101,82.075,603283.9241076
2022-11-28,81.6184,82.4175,80.4008,80.553,908943.70020321
2022-11-29,80.9525,81.0667,78.7646,79.792,606509.10816837
2022-11-30,80.3818,80.9906,78.8597,79.811,1550682.7931918
2022-12-01,81.8848,82.3794,80.7052,81.5994,860502.86528788
2022-12-02,81.8087,81.8087,79.5447,80.3818,887472.25807765
2022-12-05,80.7813,82.1131,80.7813,81.2189,387380.5578805
2022-12-06,80.8574,80.8574,78.6885,78.9739,494676.79697127
2022-12-07,78.9739,79.6969,78.8217,79.4686,301719.75332515
2022-12-08,79.4305,79.4305,77.6612,78.4602,354484.31120069
2022-12-09,78.4792,79.1832,77.9085,78.6124,547873.41177282
2022-12-12,78.6314,80.9525,77.7182,80.4198,435057.1461165
2022-12-13,80.9525,82.779,79.9442,81.4662,912595.685023
2022-12-14,81.333,82.4555,80.7813,81.5804,606022.38710574
2022-12-15,81.7706,81.8657,79.3354,80.0203,737089.11576044
2022-12-16,79.4495,80.3057,78.6695,79.792,1597676.07972
2022-12-19,79.4305,80.3818,78.8217,79.7539,452052.43643933
2022-12-20,78.8027,81.7135,78.7456,81.4282,437014.54270097
2022-12-21,81.6374,82.7219,80.4769,82.7219,675992.48198344
2022-12-22,82.7599,83.5209,81.8467,82.6458,429139.75332703
2022-12-23,82.7409,82.7409,81.1428,81.5233,297893.26376152
2022-12-27,81.8087,82.056,80.3247,80.7242,167568.70588483
2022-12-28,80.8574,81.7135,80.1344,81.4852,297037.55977669
2022-12-29,81.1428,83.2736,80.9335,83.1404,252098.38330544
2022-12-30,81.4472,82.7599,81.4282,82.2843,261839.11195833
2023-01-02,82.7599,83.6161,82.3033,82.3033,180079.43453777
2023-01-03,82.7599,87.2118,82.3794,86.4699,1527929.8975558
2023-01-04,86.4699,89.0953,86.0894,88.9241,700797.38520961
2023-01-05,89.1144,90.9979,87.7255,89.8754,1886637.0133107
2023-01-09,91.1691,93.7565,90.6554,93.6614,1082188.0151963
2023-01-10,93.2238,95.3166,91.7969,94.9361,874689.259975
2023-01-11,95.1264,96.363,93.3951,94.137,1641960.3377852
2023-01-12,94.2512,97.4569,93.7185,96.4106,1367382.3795269
2023-01-13,96.8386,96.8386,94.08,96.0776,825618.7362551
2023-01-16,96.0776,98.5509,95.0312,96.8386,1116191.2106427
2023-01-17,97.0289,97.2667,92.8814,93.0145,1571265.9430973
2023-01-18,92.7482,92.9384,90.2559,91.2262,2300278.4326716
2023-01-19,89.8754,91.3784,89.4949,90.5603,1528597.4307627
2023-01-20,91.3213,91.3213,89.6281,90.7505,1267965.1347436
2023-01-23,91.4164,92.2726,90.4652,91.9872,1847435.468718
2023-01-24,92.7482,92.7482,90.8457,91.7018,573201.8292305
2023-01-25,90.313,90.313,85.9942,87.4211,2619971.1233784
2023-01-26,88.4675,88.5817,86.2796,88.0109,850732.70209988
2023-01-27,88.4675,88.6578,87.0216,87.0216,643590.31500004
2023-01-30,86.9455,86.9455,85.2142,85.7279,500362.91841348
2023-01-31,85.6137,87.7826,85.0239,87.7065,1407482.7286736
2023-02-01,87.7065,87.8587,85.9942,86.4318,706521.3510541
2023-02-02,87.8016,88.106,86.2035,87.8397,1370333.1916711
2023-02-03,87.4211,89.8373,87.1357,88.848,1368377.8975535
2023-02-06,88.4104,88.5436,85.8801,86.565,901603.98862815
2023-02-07,87.2118,87.8777,86.0703,86.7552,699796.61101605
2023-02-08,87.4972,88.5056,86.9455,87.9348,596164.97154583
2023-02-09,88.4675,90.7886,88.1251,89.571,1031089.6622544
2023-02-10,89.5329,89.5329,87.2309,87.364,1233644.4668114
2023-02-13,88.3343,88.7148,87.2689,88.1821,513627.38141178
2023-02-14,88.4675,89.59,87.8397,89.0953,908444.36433982
2023-02-15,88.4295,89.7612,88.1441,89.2856,424246.26186586
2023-02-16,89.4188,90.5603,86.603,90.5222,1303917.3169073
2023-02-17,89.8944,89.8944,87.6114,87.6114,727182.29223088
2023-02-20,87.5733,87.6875,84.8527,85.7469,1006480.2884399
2023-02-21,85.5186,85.5947,82.4936,84.0346,902848.64896972
2023-02-22,84.0346,84.0346,81.7135,82.2082,967997.78749061
2023-02-23,82.1701,84.0346,82.1131,83.0834,870587.34726146
2023-02-24,83.597,84.7766,83.1404,83.8444,827520.41746955
2023-02-27,84.7956,84.7956,83.1785,83.9205,422467.57495881
2023-02-28,84.1868,86.6791,83.4068,85.3093,972261.59014722
2023-03-01,85.9562,86.565,84.8527,85.3283,1018062.7780037
2023-03-02,85.804,85.804,82.8741,83.1024,908899.54840055
2023-03-03,83.6161,84.4151,82.1892,84.3581,1330190.7931886
2023-03-06,84.7576,86.6601,84.7576,86.6601,1096514.2239251
2023-03-07,86.6601,87.6114,85.9942,86.2416,876639.29792569
2023-03-08,86.565,86.8504,85.4235,86.6601,368841.00569806
2023-03-09,86.9455,86.9455,85.2332,85.2522,431814.09108799
2023-03-10,83.7112,83.7112,80.8574,81.4472,924843.60532678
2023-03-13,82.7599,82.9502,77.4329,78.4031,1413609.316909
2023-03-14,78.4031,80.0203,77.4329,78.6885,736792.66794259
2023-03-15,80.2676,80.2676,74.7883,76.3104,1561427.4497385
2023-03-16,77.5851,78.5173,74.2366,75.9869,1302806.1632071
2023-03-17,76.5767,77.9085,73.1712,73.6088,1873409.3434812
2023-03-20,72.7526,75.1879,69.9559,75.0357,1161950.3491633
2023-03-21,76.1011,79.1071,75.9869,78.6314,876924.18217617
2023-03-22,78.9168,80.0013,77.2426,77.2426,558945.00190581
2023-03-23,77.1094,77.8514,75.6255,77.2426,771625.28653894
2023-03-24,76.9382,76.9382,74.0083,75.0547,597567.31689689
2023-03-27,76.5767,77.0523,75.0547,76.3865,358563.0967795
2023-03-28,77.0523,79.1832,76.8621,77.6802,563061.63188689
2023-03-29,78.1939,79.7349,77.9085,79.5827,647322.19355797
2023-03-30,79.9061,81.7135,79.7349,81.314,620072.1214513
2023-03-31,81.7326,81.8277,80.6481,81.295,667073.81784669
2023-04-03,82.094,84.1678,81.6755,82.8551,600096.58444911
2023-04-04,83.9966,84.7766,82.3984,82.7029,448135.5408036
2023-04-05,82.7599,82.779,80.4769,81.0096,668882.99052223
2023-04-06,80.8574,82.5316,80.0964,81.9799,460103.83302389
2023-04-11,82.8931,84.0346,81.5613,83.7302,647017.33587295
2023-04-12,84.2819,86.565,83.3687,85.8801,716187.44213584
2023-04-13,85.9181,87.6114,85.4235,87.4211,662137.22581625
2023-04-14,87.6684,89.4378,87.3831,88.9431,674521.8064616
2023-04-17,89.7042,89.9705,88.7719,89.3807,756668.33777211
2023-04-18,89.5519,92.2726,89.0383,91.4164,775233.11955607
2023-04-19,91.4164,92.4438,90.0086,92.1584,745484.26566568
2023-04-20,92.3487,94.4605,92.2345,93.2238,1027026.6451765
2023-04-21,92.9955,93.6424,91.5877,92.6911,613367.35484779
2023-04-24,92.6531,94.4605,92.1204,93.6995,757992.89185183
2023-04-25,92.9765,93.2999,91.112,92.9384,700637.59773333
2023-04-26,92.4057,93.1858,90.0276,91.4735,852639.63948131
2023-04-27,92.7482,94.3653,91.7208,93.9848,854359.45731815
2023-04-28,94.3653,94.3653,90.8266,91.3023,1743557.840633
2023-05-02,91.5116,93.1287,90.37,90.5603,1098984.6224072
2023-05-04,90.5603,90.9408,87.2118,87.6494,1115538.3947034
2023-05-05,87.5162,90.4081,87.5162,90.1417,643108.8501044
2023-05-08,90.5603,91.4164,89.9515,90.0847,561542.59962881
2023-05-09,89.4188,90.5413,88.9241,90.0086,586805.8406159
2023-05-10,90.9788,92.0823,89.2666,90.8457,724721.35484944
2023-05-11,91.7018,91.7018,89.7422,90.4081,691094.500959
2023-05-12,91.093,92.6531,90.9598,91.2071,782733.66984081
2023-05-15,91.9872,91.9872,89.9705,91.0169,385190.83871538
2023-05-16,91.3213,92.4438,90.5793,91.8921,611806.27325384
2023-05-17,91.7399,92.6531,90.4461,91.9491,623014.52372839
2023-05-18,92.6721,94.118,92.1774,93.8326,887978.95257481
2023-05-19,94.118,96.6484,93.5092,96.6484,1090690.390908
2023-05-22,96.4106,97.3618,95.4117,96.6959,480445.1992481
2023-05-23,96.4106,98.4082,96.363,97.5996,678641.59014287
2023-05-24,97.0289,97.3143,94.6888,94.9932,743590.99431841
2023-05-25,95.602,97.124,94.5175,96.363,370604.97533755
2023-05-26,96.6484,97.9801,96.0776,97.9801,998914.56168461
2023-05-29,97.9801,98.218,96.2203,97.3618,383854.7210683
2023-05-30,97.8375,97.8375,95.4117,95.602,589931.15750399
2023-05-31,94.1941,94.3083,90.8647,91.5686,2132473.1992726
2023-06-01,92.2155,94.099,92.0633,93.8707,826061.30551507
2023-06-02,94.3083,99.407,94.2322,99.2168,971693.92411305
2023-06-05,98.9314,100.549,97.4094,97.885,667256.73245769
2023-06-06,97.5045,101.738,97.5045,101.547,793809.46490739
2023-06-07,101.547,103.069,99.9778,100.691,707361.28653798
2023-06-09,102.356,104.163,101.119,103.402,791910.93739313
2023-06-12,103.402,105.305,102.356,102.736,829943.51044872
2023-06-13,103.212,103.783,101.024,101.69,427433.60152435
2023-06-14,102.451,106.874,102.404,106.542,1109876.4516293
2023-06-15,106.256,106.97,103.735,106.589,808385.86718464
2023-06-16,106.589,108.634,105.685,106.637,1327695.165105
2023-06-19,106.256,106.97,104.924,105.4,275188.72486176
2023-06-20,105.4,106.589,103.973,104.116,365170.09867713
2023-06-21,104.734,106.874,103.022,106.066,747084.24289531
2023-06-22,106.066,107.398,104.924,106.732,430591.50664774
2023-06-23,106.684,106.684,102.784,103.022,479498.03795776
2023-06-26,102.832,105.971,102.023,105.543,453513.6508606
2023-06-27,105.59,105.781,102.404,103.497,552141.41936301
2023-06-28,103.735,104.877,100.168,101.785,888125.07401694
2023-06-29,102.451,104.354,101.738,103.973,472692.35294817
